entity,thing,type1
Subhas Chandra Bose Biography," January 23, 1897",Birthday
Subhas Chandra Bose Biography, Indian,Nationality
Subhas Chandra Bose Biography," 
Quotes By Subhas Chandra Bose 

Political Leaders 
",Famous
Subhas Chandra Bose Biography, Aquarius,Sun Sign
Subhas Chandra Bose Biography, 48,Died At Age
Subhas Chandra Bose Biography, Netaji,Also Known As
Subhas Chandra Bose Biography, Cuttack,Born in
Subhas Chandra Bose Biography," Indian National Congress, Forward Bloc",political ideology
Subhas Chandra Bose Biography, Emilie Schenkl,Spouse/Ex-
Subhas Chandra Bose Biography, Janakinath Bose,father
Subhas Chandra Bose Biography, Prabhavati Devi,mother
Subhas Chandra Bose Biography, Sarat Chandra Bose,siblings
Subhas Chandra Bose Biography, Anita Bose Pfaff,children
Subhas Chandra Bose Biography, Hinduism,religion
Subhas Chandra Bose Biography," August 18, 1945",Died on
Subhas Chandra Bose Biography, Taipei,place of death
Subhas Chandra Bose Biography, Plane Crash,Cause of Death
Subhas Chandra Bose Biography," Ravenshaw College, University of Calcutta, University of Cambridge, Presidency College Kolkata, Fitzwilliam College Cambridge, Scottish Church College, Calcutta",education
Harry S. Truman Biography," May 8, 1884",Birthday
Harry S. Truman Biography, American,Nationality
Harry S. Truman Biography," 
Quotes By Harry S. Truman 

Left Handed 
",Famous
Harry S. Truman Biography, Taurus,Sun Sign
Harry S. Truman Biography, 88,Died At Age
Harry S. Truman Biography, Lamar,Born in
Harry S. Truman Biography, 33rd President of the United States,Famous as
Harry S. Truman Biography, 1.72 m,Height
Harry S. Truman Biography, Political party - Democratic,political ideology
Harry S. Truman Biography, Bess Truman,Spouse/Ex-
Harry S. Truman Biography, John Anderson Truman,father
Harry S. Truman Biography, Martha Ellen Young Truman,mother
Harry S. Truman Biography, Margaret Truman Daniel,children
Harry S. Truman Biography," Baptists, Southern Baptist Convention",religion
Harry S. Truman Biography," December 26, 1972",Died on
Harry S. Truman Biography, Kansas City,place of death
Harry S. Truman Biography, ESFJ,Personality
Harry S. Truman Biography, Missouri,"City, States, Provinces & Districts"
Harry S. Truman Biography," United States Atomic Energy Commission, General Services Administration, United States National Security Agency, Central Intelligence Agency (CIA), National Petroleum Council, United States Department of Defense, Psychological Strategy Board, Federal Civi",Founder/Co-Founder
Harry S. Truman Biography," William Chrisman High School, University of Missouri–Kansas City, University of Missouri–Kansas City School of Law",education
Harry S. Truman Biography," Reading,History,Swimming,Fishing,Playing the panio",Hobbies
Mike Pence Biography," June 7, 1959",Birthday
Mike Pence Biography, American,Nationality
Mike Pence Biography," 
Political Leaders 

American Men 
",Famous
Mike Pence Biography, Gemini,Sun Sign
Mike Pence Biography," 59 Years, 59 Year Old Males",Age
Mike Pence Biography," Columbus, Indiana, United States",Born in
Mike Pence Biography, Vice Presidential Running Mate of Donald Trump,Famous as
Mike Pence Biography, 1.80 m,Height
Mike Pence Biography, Karen Pence (m. 1985),Spouse/Ex-
Mike Pence Biography," Audrey Pence, Charlotte Pence, Michael Pence",children
Mike Pence Biography, ISFJ,Personality
Mike Pence Biography, Indiana,"City, States, Provinces & Districts"
Mike Pence Biography, Republicans,Ideology
Mike Pence Biography," $0.4 Million as of Jul 13, 2016",Net worth
Andrew Jackson Biography," March 15, 1767",Birthday
Andrew Jackson Biography, American,Nationality
Andrew Jackson Biography," 
Quotes By Andrew Jackson 

Poorly Educated 
",Famous
Andrew Jackson Biography, Pisces,Sun Sign
Andrew Jackson Biography, 78,Died At Age
Andrew Jackson Biography, Waxhaws,Born in
Andrew Jackson Biography, 7th President of the United States,Famous as
Andrew Jackson Biography, Democratic-Republican (Before 1828),political ideology
Andrew Jackson Biography, Rachel Donelson,Spouse/Ex-
Andrew Jackson Biography, Andrew,father
Andrew Jackson Biography, Elizabeth Hutchinson Jackson,mother
Andrew Jackson Biography, Hugh,siblings
Andrew Jackson Biography," Andrew Jackson, Andrew Jackson Donelson, Andrew Jackson Hutchings, Anthony Butler, Carolina Butler, Daniel Smith Donelson, Edward Butler, Eliza Butler, John Samuel Donelson, Lyncoya Jackson",children
Andrew Jackson Biography, Presbyterianism,religion
Andrew Jackson Biography," June 8, 1845",Died on
Andrew Jackson Biography, Nashville,place of death
Andrew Jackson Biography," ESTJ, ESTP",Personality
Mikhail Gorbachev Biography," March 2, 1931",Birthday
Andrew Jackson Biography, Democrats,Ideology
Andrew Jackson Biography, Tuberculosis,Cause of Death
Andrew Jackson Biography, 1815 - Thanks of Congress,awards
Mikhail Gorbachev Biography, Russian,Nationality
Mikhail Gorbachev Biography," 
Nobel Peace Prize 

Presidents 
",Famous
Mikhail Gorbachev Biography, Pisces,Sun Sign
Mikhail Gorbachev Biography," 87 Years, 87 Year Old Males",Age
Mikhail Gorbachev Biography, Mikhail Sergeyevich Gorbachev,Also Known As
Mikhail Gorbachev Biography, Russia,Born Country
Mikhail Gorbachev Biography, Stavropol,Born in
Mikhail Gorbachev Biography, Former President of the former USSR,Famous as
Mikhail Gorbachev Biography, 1.75 m,Height
Mikhail Gorbachev Biography," Independent Democratic Party of Russia (2008–present), Union of Social Democrats (2007–present)",political ideology
Mikhail Gorbachev Biography, Raisa Gorbachova (m. 1953–1999),Spouse/Ex-
Mikhail Gorbachev Biography, Sergey Andreyevich Gorbachev,father
Mikhail Gorbachev Biography, Maria Panteleyevna Gorbacheva,mother
Mikhail Gorbachev Biography, Irina Mihailovna Virganskaya,children
Mikhail Gorbachev Biography," Gorbachev Foundation, Green Cross International",Founder/Co-Founder
Mikhail Gorbachev Biography," $5 million as of Jun 3, 2017",Net worth
Mikhail Gorbachev Biography, Moscow State University,education
Jacob Rees-Mogg Biography," May 24, 1969",Birthday
Jacob Rees-Mogg Biography, British,Nationality
Jacob Rees-Mogg Biography," 
Political Leaders 

British Men 
",Famous
Jacob Rees-Mogg Biography, Gemini,Sun Sign
Jacob Rees-Mogg Biography," 49 Years, 49 Year Old Males",Age
Jacob Rees-Mogg Biography, Jacob William Rees-Mogg,Also Known As
Jacob Rees-Mogg Biography," Hammersmith, London",Born in
Jacob Rees-Mogg Biography, Politician,Famous as
Jacob Rees-Mogg Biography, 1.91 m,Height
Jacob Rees-Mogg Biography, Helena de Chair (m. 2007),Spouse/Ex-
Jacob Rees-Mogg Biography, William Rees-Mogg,father
Jacob Rees-Mogg Biography, Gillian Morris,mother
Jacob Rees-Mogg Biography," Anselm Charles Fitzwilliam Rees-Mogg, Mary Anne Charlotte Emma Rees-Mogg, Peter Theodore Alphege, Sixtus Dominic Boniface Christopher Rees-Mogg, Tom Wentworth Somerset Dunstan Rees-Mogg",children
Jacob Rees-Mogg Biography, Catholicism,religion
Jacob Rees-Mogg Biography," Eton College, Hill House School, Westminster Under School, Trinity College, Oxford",education
Justin Trudeau Biography," December 25, 1971",Birthday
Justin Trudeau Biography, Canadian,Nationality
Justin Trudeau Biography," 
Quotes By Justin Trudeau 

Prime Ministers 
",Famous
Justin Trudeau Biography, Capricorn,Sun Sign
Justin Trudeau Biography," 47 Years, 47 Year Old Males",Age
Justin Trudeau Biography, Justin Pierre James Trudeau,Also Known As
Justin Trudeau Biography," Ottawa, Canada",Born in
Justin Trudeau Biography, 23rd Prime Minister of Canada,Famous as
Justin Trudeau Biography, 1.88 m,Height
Justin Trudeau Biography, Sophie Grégoire,Spouse/Ex-
Justin Trudeau Biography, Pierre Trudeau,father
Justin Trudeau Biography, Margaret Trudeau,mother
Justin Trudeau Biography," Alexandre Trudeau, Michel Trudeau",siblings
Justin Trudeau Biography," Ella-Grace Margaret Trudeau, Hadrien Grégoire Trudeau, Xavier James Trudeau",children
Justin Trudeau Biography, Catholicism,religion
Justin Trudeau Biography, $1.37 billion,Net worth
Justin Trudeau Biography," McGill University, University of British Columbia, McGill University",education
Robert F. Kennedy Biography," November 20, 1925",Birthday
Robert F. Kennedy Biography, American,Nationality
Robert F. Kennedy Biography," 
Quotes By Robert F. Kennedy 

Political Leaders 
",Famous
Robert F. Kennedy Biography, Scorpio,Sun Sign
Robert F. Kennedy Biography, 42,Died At Age
Robert F. Kennedy Biography, Robert Francis Kennedy,Also Known As
Robert F. Kennedy Biography," Brookline, Massachusetts",Born in
Robert F. Kennedy Biography, Brother of President John F. Kennedy,Famous as
Robert F. Kennedy Biography, Democratic,political ideology
Robert F. Kennedy Biography, Ethel Skakel,Spouse/Ex-
Robert F. Kennedy Biography, Joseph P. Kennedy,father
Robert F. Kennedy Biography, Rose E. Fitzgerald,mother
Robert F. Kennedy Biography," Eunice Kennedy Shriver, Jean Kennedy Smith, John F. Kennedy, Joseph P. Kennedy Jr., Kathleen Cavendish, Patricia Kennedy Lawford, Rosemary Kennedy, Ted Kennedy",siblings
Robert F. Kennedy Biography," Christopher George Kennedy, Courtney Kennedy Hill, David Kennedy, Douglas Harriman Kennedy, Joseph P. Kennedy II, Kathleen Kennedy Townsend, Kerry Kennedy, Max Kennedy, Michael LeMoyne Kennedy, Robert F. Kennedy Jr., Rory Kennedy",children
Benito Mussolini Biography," Iron Prefect, ll Duce, Mussolini",Nick Name
Robert F. Kennedy Biography, Roman Catholic,religion
Robert F. Kennedy Biography," June 6, 1968",Died on
Robert F. Kennedy Biography," Los Angeles, California",place of death
Robert F. Kennedy Biography, Assassination,Cause of Death
Robert F. Kennedy Biography, Bates College,Notable Alumni
Robert F. Kennedy Biography, Massachusetts,"City, States, Provinces & Districts"
Robert F. Kennedy Biography," Milton Academy, Bates College, University of Virginia, Harvard College, University of Virginia School of Law, Harvard University",education
Benito Mussolini Biography," July 29, 1883",Birthday
Benito Mussolini Biography, Italian,Nationality
Benito Mussolini Biography," 
Quotes By Benito Mussolini 

Dictators 
",Famous
Benito Mussolini Biography, Leo,Sun Sign
Benito Mussolini Biography, 61,Died At Age
Benito Mussolini Biography," Benito Amilcare Andrea Mussolini, Mussolini, Iron Prefect, Il Duce",Also Known As
Benito Mussolini Biography, Predappio,Born in
Benito Mussolini Biography, Former Duce,Famous as
Benito Mussolini Biography," (1921–1943) - Political party	National Fascist Party, Other political affiliations - (1901–1914) Italian Socialist Party, (1914–1919) - Fasci of Revolutionary Action, (1919–1921) - Italian Fasci of Combat, (1943–1945) - Republican Fascist Party",political ideology
Benito Mussolini Biography," Ida Dalser, Rachele Mussolini",Spouse/Ex-
Bernie Sanders Biography," September 8, 1941",Birthday
Benito Mussolini Biography, Alessandro Mussolini,father
Benito Mussolini Biography, Rosa Maltoni,mother
Benito Mussolini Biography," Arnaldo Mussolini, Edvige Mussolini",siblings
Benito Mussolini Biography," Anna Maria Mussolini, Benito Albino Mussolini, Bruno Mussolini, Edda Mussolini, Romano Mussolini, Vittorio Mussolini",children
Benito Mussolini Biography," Atheism, Catholicism",religion
Benito Mussolini Biography," April 28, 1945",Died on
Benito Mussolini Biography, Giulino,place of death
Benito Mussolini Biography, Execution,Cause of Death
Benito Mussolini Biography," Milizia Volontaria per la Sicurezza Nazionale, Cinecittà, National Fascist Party, Grand Council of Fascism, Royal Academy of Italy",Founder/Co-Founder
Benito Mussolini Biography, 1904 - University of Lausanne,education
Bernie Sanders Biography, American,Nationality
Bernie Sanders Biography," 
Quotes By Bernie Sanders 

Political Leaders 
",Famous
Bernie Sanders Biography, Virgo,Sun Sign
Bernie Sanders Biography," 77 Years, 77 Year Old Males",Age
Bernie Sanders Biography, Brooklyn,Born in
Bernie Sanders Biography, Politician,Famous as
Bernie Sanders Biography, 1.83 m,Height
Bernie Sanders Biography," (2015–2016) - Political party	Democratic, (1979–2015) - Independent, (1971–1979) - Liberty Union - Other political - affiliations",political ideology
Bernie Sanders Biography, Jane O’Meara Sanders,Spouse/Ex-
Bernie Sanders Biography, Eli Sanders,father
Bernie Sanders Biography, Dorothy Sanders,mother
Bernie Sanders Biography, Larry Sanders,siblings
Bernie Sanders Biography," Carina Sanders, David Sanders, Heather Sanders, Levi Sanders",children
Bernie Sanders Biography, Judaism,religion
Bernie Sanders Biography, ENTJ,Personality
Bernie Sanders Biography," $0.8 Million as of Dec 29, 2016",Net worth
Bernie Sanders Biography," 1964 - University of Chicago, Brooklyn College, James Madison High School",education
Bernie Sanders Biography, Col. Arthur T. Marix Congressional Leadership Award,awards
Margaret Thatcher Biography," October 13, 1925",Birthday
Margaret Thatcher Biography, British,Nationality
Margaret Thatcher Biography," 
Prime Ministers 

Political Leaders 
",Famous
Margaret Thatcher Biography, Libra,Sun Sign
Margaret Thatcher Biography, 87,Died At Age
Margaret Thatcher Biography, Grantham,Born in
Margaret Thatcher Biography, Only Woman Prime Minister of United Kingdom,Famous as
Margaret Thatcher Biography, Conservative,political ideology
Margaret Thatcher Biography, Denis Thatcher (m.1951–2003),Spouse/Ex-
Margaret Thatcher Biography, Alfred Roberts,father
Margaret Thatcher Biography, Beatrice Ethel,mother
Margaret Thatcher Biography, Muriel,siblings
Margaret Thatcher Biography," Carol Thatcher, Mark Thatcher",children
Margaret Thatcher Biography," Church of England (1951-), Methodism (1925-1951)",religion
Margaret Thatcher Biography," April 8, 2013",Died on
Margaret Thatcher Biography," The Ritz, London, England, UK",place of death
Margaret Thatcher Biography," ESTJ, ENTJ",Personality
Margaret Thatcher Biography," Huntingtower Road Primary SchoolKe, steven and Grantham Girls' School, Somerville College Oxford",education
Margaret Thatcher Biography, 1991 - Presidential Medal of Freedom,awards
Joe Biden Biography," November 20, 1942",Birthday
Joe Biden Biography, American,Nationality
Joe Biden Biography," 
Quotes By Joe Biden 

Political Leaders 
",Famous
Joe Biden Biography, Scorpio,Sun Sign
Joe Biden Biography," 76 Years, 76 Year Old Males",Age
Joe Biden Biography, Joseph Robinette Biden Jr.,Also Known As
Joe Biden Biography, Scranton,Born in
Joe Biden Biography, Vice President of the U.S.A,Famous as
Joe Biden Biography, 1.83 m,Height
Joe Biden Biography, Political party - Democratic,political ideology
Joe Biden Biography," Jill Biden, Neilla Hunter",Spouse/Ex-
Joe Biden Biography, Joseph R. Biden Sr.,father
Joe Biden Biography, Catherine Eugenia Finnegan,mother
Joe Biden Biography," Francis W. Biden, James Brian Biden, Valerie Biden",siblings
Joe Biden Biography," Ashley Biden, Beau Biden, Hunter Biden, Naomi Biden",children
Joe Biden Biography, Catholicism,religion
Joe Biden Biography, ENFJ,Personality
Joe Biden Biography, Stammered / Stuttered,Diseases & Disabilities
Joe Biden Biography, Biden and Walsh,Founder/Co-Founder
Joe Biden Biography," $0.5 Million as of Oct 20, 2015",Net worth
